"","type","speaker","vowel","dur","f0","f1","f2","f3"
"586","m",49,"ʊ",275,96,489,1059,2567
"587","m",49,"ʌ",297,96,622,1075,2622
"588","m",49,"u",420,101,360,953,2505
"589","m",50,"æ",312,124,627,1910,2488
"590","m",50,"ɑ",302,127,832,1222,2624
"591","m",50,"ɔ",347,131,694,970,2746
"592","m",50,"ɛ",229,127,698,1580,2492
"593","m",50,"e",253,134,493,2102,2839
"594","m",50,"ɝ",332,134,460,1473,1764
"595","m",50,"ɪ",227,135,441,2045,2694
"596","m",50,"i",240,134,353,2385,3400
"597","m",50,"o",300,146,441,862,2455
"598","m",50,"ʊ",210,134,522,1123,2538
"599","m",50,"ʌ",211,131,650,1036,2697
"600","m",50,"u",288,144,422,1299,2347
"601","m",51,"æ",254,115,647,1864,2561
"602","m",51,"ɑ",230,112,871,1204,2595
"603","m",51,"ɔ",250,115,740,999,2691
"604","m",51,"ɛ",177,115,555,1851,2624
"605","m",51,"e",241,120,497,2024,2677
"606","m",51,"ɝ",217,117,489,1338,1747
"607","m",51,"ɪ",159,115,441,2080,2721
"608","m",51,"i",241,122,367,2390,2777
"609","m",51,"o",263,114,524,1000,2432
"610","m",51,"ʊ",147,117,468,1115,2492
"611","m",51,"ʌ",169,117,629,1146,2643
"612","m",51,"u",231,120,366,919,2378
"613","m",52,"æ",254,96,582,1999,2567
"614","m",52,"ɑ",265,98,786,1341,2403
"615","m",52,"ɔ",292,96,642,949,2437
"616","m",52,"ɛ",197,104,571,1926,2615
"617","m",52,"e",281,100,555,2174,2900
"618","m",52,"ɝ",272,96,493,1270,1633
"619","m",52,"ɪ",190,108,363,2269,2935
"620","m",52,"i",259,101,346,2379,3217
"621","m",52,"o",266,94,515,1126,2455
"622","m",52,"ʊ",197,92,442,1176,2435
"623","m",52,"ʌ",185,90,651,1176,2564
"624","m",52,"u",231,113,326,997,2384
"625","m",53,"æ",289,122,602,1880,2539
"626","m",53,"ɑ",302,115,748,1293,2446
"627","m",53,"ɔ",294,120,651,1033,2477
"628","m",53,"ɛ",239,126,582,1768,2463
"629","m",53,"e",328,133,529,1974,2638
"630","m",53,"ɝ",282,131,501,1334,1611
"631","m",53,"ɪ",235,131,390,1948,2566
"632","m",53,"i",298,164,312,2402,2849
"633","m",53,"o",285,125,500,868,2552
"634","m",53,"ʊ",241,132,486,1116,2563
"635","m",53,"ʌ",242,132,626,1159,2643
"636","m",53,"u",239,126,382,1058,2334
"637","m",54,"æ",339,120,545,1872,2630
"638","m",54,"ɑ",330,122,738,1394,2522
"639","m",54,"ɔ",342,123,620,1068,2634
"640","m",54,"ɛ",239,120,560,1697,2663
"641","m",54,"e",318,122,446,1918,2674
"642","m",54,"ɝ",342,137,466,1377,1616
"643","m",54,"ɪ",221,132,385,1843,2696
"644","m",54,"i",341,129,355,2049,2921
"645","m",54,"o",340,134,503,950,2680
"646","m",54,"ʊ",238,125,442,1205,2580
"647","m",54,"ʌ",203,121,602,1336,2690
"648","m",54,"u",296,136,384,1234,2418
"649","m",55,"æ",282,153,552,2027,2737
"650","m",55,"ɑ",271,152,763,1147,2840
"651","m",55,"ɔ",296,151,637,923,2722
"652","m",55,"ɛ",186,154,594,1716,2678
"653","m",55,"e",273,151,439,2067,2708
"654","m",55,"ɝ",249,154,459,1367,1716
"655","m",55,"ɪ",186,153,440,1954,2587
"656","m",55,"i",223,163,320,2300,3038
"657","m",55,"o",269,153,476,1016,2502
"658","m",55,"ʊ",196,157,485,1086,2556
"659","m",55,"ʌ",183,157,658,1410,2720
"660","m",55,"u",237,156,338,1087,2515
"661","m",56,"æ",319,136,629,1871,2574
"662","m",56,"ɑ",321,148,829,1444,2241
"663","m",56,"ɔ",363,162,695,1108,2384
"664","m",56,"ɛ",261,146,569,1709,2502
"665","m",56,"e",360,141,433,2082,2620
"666","m",56,"ɝ",340,140,438,1387,1716
"667","m",56,"ɪ",301,163,470,1959,2697
"668","m",56,"i",323,160,315,2253,2886
"669","m",56,"o",374,149,496,867,2380
"670","m",56,"ʊ",275,151,472,1296,2273
"671","m",56,"ʌ",295,155,619,1241,2455
"672","m",56,"u",327,161,319,936,2187
"673","m",57,"æ",279,100,685,1807,2611
"674","m",57,"ɑ",256,104,825,1429,2701
"675","m",57,"ɔ",283,104,664,1024,2639
"676","m",57,"ɛ",203,99,577,1811,2559
"677","m",57,"e",243,95,439,2126,2762
"678","m",57,"ɝ",268,110,439,1220,1681
"679","m",57,"ɪ",164,109,411,2034,2795
"680","m",57,"i",229,106,327,2257,2943
"681","m",57,"o",268,104,486,826,2631
"682","m",57,"ʊ",208,113,459,1036,2625
"683","m",57,"ʌ",172,107,636,1153,2756
"684","m",57,"u",240,116,371,793,2719
"685","m",58,"æ",272,106,559,1983,2560
"686","m",58,"ɑ",278,100,737,1298,2323
"687","m",58,"ɔ",248,108,664,1043,2575
"688","m",58,"ɛ",231,110,570,1824,2627
"689","m",58,"e",256,109,495,2166,2668
"690","m",58,"ɝ",287,106,506,1464,1672
"691","m",58,"ɪ",249,121,444,2154,2659
"692","m",58,"i",256,106,329,2514,3073
"693","m",58,"o",269,107,491,1065,2383
"694","m",58,"ʊ",203,116,446,1298,2275
"695","m",58,"ʌ",227,105,631,1133,2560
"696","m",58,"u",260,115,379,1123,2383
"697","m",59,"æ",212,138,544,1819,2511
"698","m",59,"ɑ",192,145,679,1208,2630
"699","m",59,"ɔ",223,142,628,1069,2689
"700","m",59,"ɛ",156,144,546,1750,2509
"701","m",59,"e",218,143,482,1904,2526
"702","m",59,"ɝ",204,147,439,1387,1746
"703","m",59,"ɪ",134,145,424,1913,2556
"704","m",59,"i",179,142,311,2274,2510
"705","m",59,"o",214,142,434,862,2561
"706","m",59,"ʊ",150,145,438,1177,2478
"707","m",59,"ʌ",146,147,573,1152,2604
"708","m",59,"u",183,148,382,994,2372
"709","m",60,"æ",257,135,685,1592,2308
"710","m",60,"ɑ",243,132,689,1064,2303
"711","m",60,"ɔ",278,142,634,987,2305
"712","m",60,"ɛ",181,138,554,1790,2469
"713","m",60,"e",259,148,435,2013,2506
"714","m",60,"ɝ",256,140,429,1389,1830
"715","m",60,"ɪ",169,145,419,2076,2602
"716","m",60,"i",261,165,322,2282,2746
"717","m",60,"o",272,146,439,699,2107
"718","m",60,"ʊ",178,148,438,979,2187
"719","m",60,"ʌ",176,152,663,1166,2177
"720","m",60,"u",210,174,339,860,2013
"721","m",61,"æ",264,133,514,2031,2815
"722","m",61,"ɑ",342,135,702,1364,2498
"723","m",61,"ɔ",320,146,662,1001,2744
"724","m",61,"ɛ",170,131,608,1831,2694
"725","m",61,"e",338,151,445,2268,2798
"726","m",61,"ɝ",298,139,504,1386,1813
"727","m",61,"ɪ",179,142,491,1958,2782
"728","m",61,"i",273,143,364,2366,3042
"729","m",61,"o",337,138,454,745,2623
"730","m",61,"ʊ",166,158,481,1094,2623
"731","m",61,"ʌ",193,147,610,1168,2529
"732","m",61,"u",264,147,415,1016,2465
"733","m",62,"æ",244,149,612,1937,2605
"734","m",62,"ɑ",269,148,811,1355,2599
"735","m",62,"ɔ",274,154,653,1020,2810
"736","m",62,"ɛ",185,151,562,1816,2707
"737","m",62,"e",246,156,492,2195,2786
"738","m",62,"ɝ",243,154,505,1330,1929
"739","m",62,"ɪ",194,159,486,2061,2719
"740","m",62,"i",232,160,350,2462,2921
"741","m",62,"o",247,157,566,997,2748
"742","m",62,"ʊ",222,163,499,1127,2684
"743","m",62,"ʌ",183,154,637,1295,2757
"744","m",62,"u",226,165,455,1181,2616
"745","m",63,"æ",286,140,544,2114,2971
"746","m",63,"ɑ",272,135,744,1489,2586
"747","m",63,"ɔ",287,138,648,1013,2473
"748","m",63,"ɛ",199,137,583,1757,2852
"749","m",63,"e",237,141,535,2004,2939
"750","m",63,"ɝ",356,156,457,1437,1648
"751","m",63,"ɪ",221,139,433,2012,2855
"752","m",63,"i",263,161,314,2368,3378
"753","m",63,"o",319,133,534,1002,2293
"754","m",63,"ʊ",237,144,438,1181,2381
"755","m",63,"ʌ",189,138,623,1163,2555
"756","m",63,"u",284,156,370,889,2324
"757","m",64,"æ",252,108,556,1854,2679
"758","m",64,"ɑ",206,114,758,1363,2421
"759","m",64,"ɔ",253,107,631,1019,2219
"760","m",64,"ɛ",138,128,615,1624,2265
"761","m",64,"e",196,126,382,2035,2513
"762","m",64,"ɝ",185,122,463,1371,1684
"763","m",64,"ɪ",145,123,418,1964,2432
"764","m",64,"i",153,129,328,2123,3444
"765","m",64,"o",204,127,499,859,2080
"766","m",64,"ʊ",147,119,451,1106,2195
"767","m",64,"ʌ",139,120,593,1254,2302
"768","m",64,"u",196,116,372,1010,2136
"769","m",65,"æ",249,119,619,2023,2716
"770","m",65,"ɑ",287,115,784,1345,2522
"771","m",65,"ɔ",316,120,688,1139,2549
"772","m",65,"ɛ",184,122,630,1786,2637
"773","m",65,"e",251,121,499,2068,2676
"774","m",65,"ɝ",256,120,491,1455,1896
"775","m",65,"ɪ",220,128,452,2062,2736
"776","m",65,"i",251,127,372,2280,2710
"777","m",65,"o",287,119,520,987,2573
"778","m",65,"ʊ",173,124,470,1202,2555
"779","m",65,"ʌ",226,122,622,1155,2606
"780","m",65,"u",275,128,387,1123,2426
"781","m",66,"æ",274,112,601,1997,2499
"782","m",66,"ɑ",278,107,802,1297,2765
"783","m",66,"ɔ",292,111,696,983,2603
"784","m",66,"ɛ",227,111,629,1810,2639
"785","m",66,"e",311,116,477,2110,2563
"786","m",66,"ɝ",274,117,504,1173,1595
"787","m",66,"ɪ",207,113,463,2018,2688
"788","m",66,"i",265,121,367,2244,3042
"789","m",66,"o",279,117,461,801,2442
"790","m",66,"ʊ",204,121,503,1058,2518
"791","m",66,"ʌ",202,114,617,1071,2685
"792","m",66,"u",230,132,389,959,2441
"793","m",67,"æ",270,120,572,2072,2648
"794","m",67,"ɑ",258,131,803,1234,2430
"795","m",67,"ɔ",248,127,691,1111,2439
"796","m",67,"ɛ",153,119,624,1909,2773
"797","m",67,"e",274,131,529,2114,2731
"798","m",67,"ɝ",258,134,513,1342,1965
"799","m",67,"ɪ",202,138,501,1971,2734
"800","m",67,"i",241,133,381,2515,3059
"801","m",67,"o",233,126,543,1009,2326
"802","m",67,"ʊ",210,131,504,1318,2491
"803","m",67,"ʌ",201,130,628,1223,2609
"804","m",67,"u",239,147,435,1137,2395
"805","m",68,"æ",301,115,546,1820,2548
"806","m",68,"ɑ",256,116,683,1238,2428
"807","m",68,"ɔ",249,109,587,941,2371
"808","m",68,"ɛ",190,109,559,1755,2514
"809","m",68,"e",267,112,494,1962,2608
"810","m",68,"ɝ",260,116,474,1505,1635
"811","m",68,"ɪ",176,107,427,1974,2608
"812","m",68,"i",268,119,352,2254,2888
"813","m",68,"o",261,112,494,925,2235
"814","m",68,"ʊ",216,111,507,1183,2309
"815","m",68,"ʌ",212,113,601,1214,2305
"816","m",68,"u",204,123,372,972,2316
"817","m",69,"æ",259,120,562,1895,2513
"818","m",69,"ɑ",271,124,697,1370,2597
"819","m",69,"ɔ",282,111,636,978,2220
"820","m",69,"ɛ",207,114,609,1675,2495
"821","m",69,"e",262,113,504,1878,2549
"822","m",69,"ɝ",252,121,505,1450,1651
"823","m",69,"ɪ",197,129,439,1951,2622
"824","m",69,"i",271,115,323,2269,2943
"825","m",69,"o",275,107,436,865,2377
"826","m",69,"ʊ",208,116,492,1157,2454
"827","m",69,"ʌ",230,116,593,1213,2329
"828","m",69,"u",225,123,374,921,2288
"829","m",70,"æ",257,105,594,2000,2550
"830","m",70,"ɑ",212,106,743,1423,2494
"831","m",70,"ɔ",171,103,686,1064,2432
"832","m",70,"ɛ",215,104,634,1874,2563
"833","m",70,"e",252,115,472,2141,2623
"834","m",70,"ɝ",231,116,442,1517,1736
"835","m",70,"ɪ",188,115,453,2013,2660
"836","m",70,"i",218,117,338,2329,2945
"837","m",70,"o",246,105,533,900,2435
"838","m",70,"ʊ",173,113,487,994,2299
"839","m",70,"ʌ",166,105,662,1166,2553
"840","m",70,"u",207,123,371,950,2264
"841","m",71,"æ",212,131,662,1934,2649
"842","m",71,"ɑ",154,173,710,1084,2753
"843","m",71,"ɔ",222,122,681,1060,2863
"844","m",71,"ɛ",125,128,636,1893,2765
"845","m",71,"e",231,124,490,2187,2722
"846","m",71,"ɝ",201,140,496,1500,1711
"847","m",71,"ɪ",160,189,469,2128,2744
"848","m",71,"i",194,175,368,2509,2893
"849","m",71,"o",213,130,530,1000,2652
"850","m",71,"ʊ",146,132,435,994,2565
"851","m",71,"ʌ",168,124,682,1192,2774
"852","m",71,"u",197,189,377,888,2416
"853","m",72,"æ",241,114,566,2041,2500
"854","m",72,"ɑ",220,123,825,1438,2434
"855","m",72,"ɔ",226,117,720,1063,2369
"856","m",72,"ɛ",177,118,620,1832,2583
"857","m",72,"e",211,139,393,2305,2694
"858","m",72,"ɝ",206,118,453,1432,1690
"859","m",72,"ɪ",145,131,404,2107,2677
"860","m",72,"i",161,132,309,2385,3219
"861","m",72,"o",238,118,509,896,2354
"862","m",72,"ʊ",188,124,491,1246,2336
"863","m",72,"ʌ",145,133,623,1207,2455
"864","m",72,"u",185,143,401,980,2460
"865","m",73,"æ",302,96,559,1873,2509
"866","m",73,"ɑ",290,101,673,1301,2433
"867","m",73,"ɔ",344,92,619,1012,2460
"868","m",73,"ɛ",197,98,565,1805,2608
"869","m",73,"e",338,94,374,2436,2803
"870","m",73,"ɝ",310,103,430,1294,1487
"871","m",73,"ɪ",178,105,383,2167,2726
"872","m",73,"i",282,107,307,2405,3442
"873","m",73,"o",301,95,376,659,2572
"874","m",73,"ʊ",191,109,430,1021,2507
"875","m",73,"ʌ",199,96,560,1118,2503
"876","m",73,"u",288,105,313,861,2374
"877","m",74,"æ",208,143,579,1982,2639
"878","m",74,"ɑ",184,160,707,1421,2403
"879","m",74,"ɔ",196,155,640,1149,2227
"880","m",74,"ɛ",146,146,571,1752,2668
"881","m",74,"e",239,158,444,2121,2547
"882","m",74,"ɝ",210,146,435,1289,1562
"883","m",74,"ɪ",134,165,440,2119,2694
"884","m",74,"i",202,158,312,2319,2865
"885","m",74,"o",175,150,457,870,2566
"886","m",74,"ʊ",111,156,463,1086,2453
"887","m",74,"ʌ",128,152,622,1285,2472
"888","m",74,"u",171,199,379,982,2407
"889","m",75,"æ",208,149,623,1937,2526
"890","m",75,"ɑ",216,146,697,1293,2461
"891","m",75,"ɔ",195,144,633,995,2500
"892","m",75,"ɛ",166,149,608,1871,2572
"893","m",75,"e",219,148,500,2159,2634
"894","m",75,"ɝ",202,151,491,1370,1679
"895","m",75,"ɪ",154,148,438,2049,2609
"896","m",75,"i",205,166,327,2378,2999
"897","m",75,"o",198,160,487,804,2508
"898","m",75,"ʊ",134,160,500,1067,2435
"899","m",75,"ʌ",143,147,666,1135,2471
"900","m",75,"u",185,165,402,809,2466
"901","m",76,"æ",328,136,555,1996,2609
"902","m",76,"ɑ",272,135,816,1361,2493
"903","m",76,"ɔ",268,133,649,1048,2441
"904","m",76,"ɛ",205,131,567,1718,2557
"905","m",76,"e",311,142,480,2100,2576
"906","m",76,"ɝ",270,129,477,1376,1679
"907","m",76,"ɪ",204,147,437,1960,2596
"908","m",76,"i",254,159,314,2506,2963
"909","m",76,"o",260,138,502,879,2465
"910","m",76,"ʊ",180,141,495,1093,2463
"911","m",76,"ʌ",204,136,575,1130,2489
"912","m",76,"u",241,160,373,931,2381
"913","m",77,"æ",267,129,555,1849,2502
"914","m",77,"ɑ",250,115,722,1411,2264
"915","m",77,"ɔ",239,116,623,1012,2506
"916","m",77,"ɛ",185,121,541,1743,2563
"917","m",77,"e",261,116,469,2035,2660
"918","m",77,"ɝ",252,115,447,1400,1791
"919","m",77,"ɪ",172,128,379,1942,2658
"920","m",77,"i",200,130,365,2119,2883
"921","m",77,"o",243,124,499,883,2618
"922","m",77,"ʊ",160,125,442,1092,2459
"923","m",77,"ʌ",177,124,583,1187,2627
"924","m",77,"u",244,131,377,1008,2308
"925","m",78,"æ",326,110,634,1730,2456
"926","m",78,"ɑ",269,109,748,1274,2406
"927","m",78,"ɔ",304,106,645,1049,2507
"928","m",78,"ɛ",244,112,543,1840,2574
"929","m",78,"e",312,108,438,2003,2552
"930","m",78,"ɝ",271,112,440,1447,1701
"931","m",78,"ɪ",226,111,397,1985,2615
"932","m",78,"i",268,113,327,2143,2881
"933","m",78,"o",317,114,465,969,2364
"934","m",78,"ʊ",230,106,466,1375,2478
"935","m",78,"ʌ",219,109,561,1343,2498
"936","m",78,"u",254,114,357,1130,2300
"937","m",79,"æ",270,121,570,1856,2630
"938","m",79,"ɑ",252,116,744,1388,2541
"939","m",79,"ɔ",300,112,645,1063,2565
"940","m",79,"ɛ",217,114,579,1866,2799
"941","m",79,"e",269,121,478,2049,2866
"942","m",79,"ɝ",290,119,493,1428,1741
"943","m",79,"ɪ",174,130,428,1999,2849
"944","m",79,"i",219,135,362,2103,3074
"945","m",79,"o",230,122,496,908,2435
"946","m",79,"ʊ",185,120,496,1101,2396
"947","m",79,"ʌ",171,118,630,1328,2554
"948","m",79,"u",265,124,388,982,2316
"949","m",80,"æ",207,130,614,1768,2393
"950","m",80,"ɑ",219,127,700,1295,2310
"951","m",80,"ɔ",202,130,606,991,2135
"952","m",80,"ɛ",139,130,568,1687,2419
"953","m",80,"e",193,140,497,1903,2455
"954","m",80,"ɝ",212,130,478,1440,1665
"955","m",80,"ɪ",147,133,434,1872,2543
"956","m",80,"i",195,137,392,2127,2874
"957","m",80,"o",211,142,437,861,2160
"958","m",80,"ʊ",159,132,497,1164,2245
"959","m",80,"ʌ",169,134,596,1053,2282
"960","m",80,"u",193,143,409,846,2073
"961","m",81,"æ",213,131,553,2140,2327
"962","m",81,"ɑ",192,148,705,1323,2643
"963","m",81,"ɔ",229,142,636,1108,2623
"964","m",81,"ɛ",158,135,583,1760,2497
"965","m",81,"e",255,155,477,2073,2617
"966","m",81,"ɝ",206,142,451,1314,1731
"967","m",81,"ɪ",142,133,427,2140,2626
"968","m",81,"i",187,145,308,2190,2819
"969","m",81,"o",209,136,548,1067,2480
"970","m",81,"ʊ",153,146,436,1154,2300
"971","m",81,"ʌ",155,141,602,1176,2495
"972","m",81,"u",195,153,377,1063,2238
"973","m",82,"æ",311,153,605,2002,2666
"974","m",82,"ɑ",287,139,963,1524,2552
"975","m",82,"ɔ",196,124,670,919,2241
"976","m",82,"ɛ",201,150,641,1814,2642
"977","m",82,"e",286,151,440,2245,3044
"978","m",82,"ɝ",260,138,467,1432,1742
"979","m",82,"ɪ",168,149,440,2082,2767
"980","m",82,"i",235,184,373,2207,3191
"981","m",82,"o",252,151,444,815,2375
"982","m",82,"ʊ",196,151,498,1048,2391
"983","m",82,"ʌ",193,149,608,1167,2523
"984","m",82,"u",250,192,387,967,2257
"985","m",83,"æ",273,140,597,1989,2677
"986","m",83,"ɑ",254,126,711,1428,2413
"987","m",83,"ɔ",281,131,631,1167,2344
"988","m",83,"ɛ",204,138,623,1937,2643
"989","m",83,"e",230,142,502,2025,2642
"990","m",83,"ɝ",266,127,505,1447,1823
"991","m",83,"ɪ",194,145,431,2071,2671
"992","m",83,"i",231,154,343,2502,3035
"993","m",83,"o",256,134,522,911,2461
"994","m",83,"ʊ",168,142,435,1263,2559
"995","m",83,"ʌ",201,138,612,1317,2608
"996","m",83,"u",205,151,316,893,2385
"997","m",84,"æ",230,139,561,1772,2597
"998","m",84,"ɑ",213,138,712,1325,2624
"999","m",84,"ɔ",249,134,687,1062,2524
"1000","m",84,"ɛ",188,137,562,1591,2556
"1001","m",84,"e",217,139,501,1944,2643
"1002","m",84,"ɝ",214,150,461,1297,1586
"1003","m",84,"ɪ",185,143,437,1915,2687
"1004","m",84,"i",221,141,394,2300,2827
"1005","m",84,"o",229,143,554,1005,2369
"1006","m",84,"ʊ",176,151,468,1064,2383
"1007","m",84,"ʌ",181,144,628,1172,2626
"1008","m",84,"u",200,154,437,1085,2305
"1009","m",85,"æ",334,128,615,1885,2709
"1010","m",85,"ɑ",292,140,821,1283,2498
"1011","m",85,"ɔ",328,131,684,1000,2576
"1012","m",85,"ɛ",207,161,622,1799,2726
"1013","m",85,"e",319,138,549,1921,2686
"1014","m",85,"ɝ",326,143,557,1344,1610
"1015","m",85,"ɪ",191,162,474,1956,2762
"1016","m",85,"i",286,157,373,2214,3134
"1017","m",85,"o",289,140,528,792,2481
"1018","m",85,"ʊ",227,128,510,1238,2250
"1019","m",85,"ʌ",242,128,631,1241,2276
"1020","m",85,"u",256,154,435,1070,2416
"1021","m",86,"æ",276,98,577,1952,2588
"1022","m",86,"ɑ",286,101,822,1315,2708
"1023","m",86,"ɔ",301,100,684,1001,2833
"1024","m",86,"ɛ",200,98,561,1786,2603
"1025","m",86,"e",269,101,497,2083,2628
"1026","m",86,"ɝ",252,105,491,1300,1744
"1027","m",86,"ɪ",204,111,433,2012,2708
"1028","m",86,"i",291,100,312,2307,2834
"1029","m",86,"o",282,106,555,1019,2611
"1030","m",86,"ʊ",220,112,409,965,2490
"1031","m",86,"ʌ",208,107,650,1154,2640
"1032","m",86,"u",219,113,365,999,2270
"1033","m",87,"æ",283,187,629,2436,3022
"1034","m",87,"ɑ",285,180,753,1200,2677
"1035","m",87,"ɔ",293,184,704,1052,2749
"1036","m",87,"ɛ",200,187,723,2208,3057
"1037","m",87,"e",255,181,537,2493,3151
"1038","m",87,"ɝ",255,196,486,1372,1797
"1039","m",87,"ɪ",224,196,432,2494,3137
"1040","m",87,"i",234,216,420,2600,3256
"1041","m",87,"o",247,181,552,924,2565
"1042","m",87,"ʊ",186,195,497,1107,2501
"1043","m",87,"ʌ",194,180,670,1061,2703
"1044","m",87,"u",245,224,437,871,2393
"1045","m",88,"æ",292,129,511,1811,2529
"1046","m",88,"ɑ",301,120,662,1183,2374
"1047","m",88,"ɔ",300,121,591,974,2325
"1048","m",88,"ɛ",209,127,534,1608,2509
"1049","m",88,"e",282,123,482,1804,2551
"1050","m",88,"ɝ",259,133,443,1262,1538
"1051","m",88,"ɪ",244,131,396,1810,2504
"1052","m",88,"i",228,159,315,2052,3005
"1053","m",88,"o",293,143,473,820,2308
"1054","m",88,"ʊ",219,141,465,1087,2217
"1055","m",88,"ʌ",198,124,566,1040,2476
"1056","m",88,"u",250,147,413,1193,2164
"1057","m",89,"æ",245,119,590,1830,2512
"1058","m",89,"ɑ",207,122,682,1259,2618
"1059","m",89,"ɔ",242,118,611,1067,2491
"1060","m",89,"ɛ",198,124,574,1813,2476
"1061","m",89,"e",247,120,501,2042,2617
"1062","m",89,"ɝ",248,116,489,1493,1836
"1063","m",89,"ɪ",182,137,429,1962,2554
"1064","m",89,"i",216,130,366,2504,2959
"1065","m",89,"o",232,133,499,927,2493
"1066","m",89,"ʊ",167,136,441,1181,2326
"1067","m",89,"ʌ",188,119,600,1182,2471
"1068","m",89,"u",212,132,378,893,2455
"1069","m",90,"æ",266,123,622,1957,2841
"1070","m",90,"ɑ",270,124,818,1315,2697
"1071","m",90,"ɔ",293,121,643,931,2630
"1072","m",90,"ɛ",172,114,557,1996,2876
"1073","m",90,"e",229,138,441,2348,2935
"1074","m",90,"ɝ",238,156,444,1377,1543
"1075","m",90,"ɪ",177,136,416,2296,2995
"1076","m",90,"i",246,133,370,2536,3332
"1077","m",90,"o",188,136,495,938,2519
"1078","m",90,"ʊ",178,164,456,1002,2518
"1079","m",90,"ʌ",166,138,618,1228,2718
"1080","m",90,"u",125,171,374,887,2478
"1081","m",91,"æ",289,116,565,2055,2575
"1082","m",91,"ɑ",250,110,710,1483,2575
"1083","m",91,"ɔ",277,109,679,1102,2424
"1084","m",91,"ɛ",178,115,565,1952,2619
"1085","m",91,"e",256,109,492,2108,2974
"1086","m",91,"ɝ",258,123,516,1399,1756
"1087","m",91,"ɪ",198,130,441,2068,2594
"1088","m",91,"i",228,114,354,2375,3150
"1089","m",91,"o",251,119,601,1045,2396
"1090","m",91,"ʊ",205,120,495,1106,2444
"1091","m",91,"ʌ",176,119,622,1163,2370
"1092","m",91,"u",222,130,389,1033,2375
"1093","w",92,"æ",305,225,678,2293,2861
"1094","w",92,"ɑ",265,211,1012,1603,2767
"1095","w",92,"ɔ",305,218,815,1200,2783
"1096","w",92,"ɛ",217,228,734,1893,2820
"1097","w",92,"e",239,227,539,2476,2868
"1098","w",92,"ɝ",300,224,470,1437,1672
"1099","w",92,"ɪ",176,246,496,2260,3027
"1100","w",92,"i",232,234,441,2806,3260
"1101","w",92,"o",302,234,557,1135,2961
"1102","w",92,"ʊ",238,228,489,1357,2937
"1103","w",92,"ʌ",246,222,803,1501,2989
"1104","w",92,"u",281,260,503,1068,2810
"1105","w",93,"æ",486,214,624,2442,3091
"1106","w",93,"ɑ",443,209,883,1682,2962
"1107","w",93,"ɔ",464,211,760,1225,2796
"1108","w",93,"ɛ",432,197,740,2186,3086
"1109","w",93,"e",453,220,477,2704,3102
"1110","w",93,"ɝ",418,218,500,1441,1914
"1111","w",93,"ɪ",356,219,446,2444,2956
"1112","w",93,"i",380,222,435,2890,3667
"1113","w",93,"o",422,212,432,1013,2690
"1114","w",93,"ʊ",390,225,503,1332,2903
"1115","w",93,"ʌ",345,226,788,1547,2917
"1116","w",93,"u",409,218,435,1384,2804
"1117","w",94,"æ",293,192,666,2370,2814
"1118","w",94,"ɑ",257,192,1025,1548,2748
"1119","w",94,"ɔ",326,186,772,1051,2870
"1120","w",94,"ɛ",202,218,707,2110,3028
"1121","w",94,"e",263,208,672,2457,3190
"1122","w",94,"ɝ",278,182,523,1413,1932
"1123","w",94,"ɪ",197,188,486,2332,2925
"1124","w",94,"i",289,192,380,2703,3087
"1125","w",94,"o",274,176,624,1130,2881
"1126","w",94,"ʊ",265,215,494,1102,2863
"1127","w",94,"ʌ",206,182,789,1291,2877
"1128","w",94,"u",271,211,431,788,2717
"1129","w",95,"æ",353,233,743,2230,3055
"1130","w",95,"ɑ",350,216,804,1484,2789
"1131","w",95,"ɔ",379,203,770,1245,2811
"1132","w",95,"ɛ",315,216,693,1991,3121
"1133","w",95,"e",437,226,601,2577,3091
"1134","w",95,"ɝ",350,216,619,1716,2138
"1135","w",95,"ɪ",356,224,502,2391,3071
"1136","w",95,"i",364,215,428,2767,3627
"1137","w",95,"o",410,225,627,1314,2911
"1138","w",95,"ʊ",279,222,509,1323,3122
"1139","w",95,"ʌ",331,216,731,1552,3111
"1140","w",95,"u",430,216,436,1415,2843
"1141","w",96,"æ",338,223,677,2320,2987
"1142","w",96,"ɑ",365,226,935,1377,2598
"1143","w",96,"ɔ",363,231,923,1368,2503
"1144","w",96,"ɛ",260,233,743,1981,2868
"1145","w",96,"e",302,241,487,2600,3130
"1146","w",96,"ɝ",317,242,494,1485,1863
"1147","w",96,"ɪ",266,238,497,2379,3074
"1148","w",96,"i",305,249,346,2703,3510
"1149","w",96,"o",376,224,443,879,2532
"1150","w",96,"ʊ",269,244,506,1188,2485
"1151","w",96,"ʌ",290,224,693,1381,2560
"1152","w",96,"u",328,223,455,994,2612
"1153","w",97,"æ",362,223,627,2266,2875
"1154","w",97,"ɑ",329,211,804,1363,2803
"1155","w",97,"ɔ",363,212,778,1220,2677
"1156","w",97,"ɛ",280,211,712,1881,2777
"1157","w",97,"e",318,214,492,2437,3001
"1158","w",97,"ɝ",342,225,527,1636,1974
"1159","w",97,"ɪ",266,216,531,2174,2984
"1160","w",97,"i",332,221,439,2676,3291
"1161","w",97,"o",353,203,580,995,2637
"1162","w",97,"ʊ",283,207,483,987,2679
"1163","w",97,"ʌ",233,226,795,1362,2671
"1164","w",97,"u",311,219,437,1113,2676
"1165","w",98,"æ",313,176,690,2327,2771
"1166","w",98,"ɑ",306,173,939,1233,2564
"1167","w",98,"ɔ",314,167,809,1097,2646
